CODIGO_IBGE_MUNICIPIO;CODIGO_FEDERAL_MUNICIPIO;CODIGO_ESTADUAL_MUNICIPIO;UF_MUNICIPIO;CODIGO_IBGE_UF;NOME_DA_CIDADE;DIA;MÊS
1200013;0643;;AC;12;Acrelândia;25;04
1200054;0157;;AC;12;Assis Brasil;14;05
1200104;0105;;AC;12;Brasiléia;03;07
1200138;0645;;AC;12;Bujari;28;04
1200179;0647;;AC;12;Capixaba;28;04
1200203;0107;;AC;12;Cruzeiro do Sul;28;09
1200252;0651;;AC;12;Epitaciolândia;28;04
1200302;0113;;AC;12;Feijó;21;12
1200328;0653;;AC;12;Jordão;28;04
1200336;0109;;AC;12;Mâncio Lima;30;05
1200344;0155;;AC;12;Manoel Urbano;14;05
1200351;0655;;AC;12;Marechal Thaumaturgo;05;11
1200385;0151;;AC;12;Plácido de Castro;30;03
1200807;0649;;AC;12;Porto Acre;28;04
1200393;0657;;AC;12;Porto Walter;28;04
1200401;0139;;AC;12;Rio Branco;28;12
1200427;0659;;AC;12;Rodrigues Alves;28;07
1200435;0661;;AC;12;Santa Rosa do Purus;28;04
1200500;0145;;AC;12;Sena Madureira;25;09
1200450;0153;;AC;12;Senador Guiomard;14;05
1200609;0147;;AC;12;Tarauacá;24;04
1200708;0149;;AC;12;Xapuri;22;03
2700102;2701;;AL;27;Água Branca;24;04
2700201;2703;;AL;27;Anadia;18;07
2700300;2705;;AL;27;Arapiraca;30;10
2700409;2707;;AL;27;Atalaia;01;02
2700508;2709;;AL;27;Barra de Santo Antônio;20;08
2700607;2711;;AL;27;Barra de São Miguel;02;08
2700706;2713;;AL;27;Batalha;22;12
2700805;2715;;AL;27;Belém;28;08
2700904;2717;;AL;27;Belo Monte;24;04
2701001;2719;;AL;27;Boca da Mata;11;11
2701100;2721;;AL;27;Branquinha;18;05
2701209;2723;;AL;27;Cacimbinhas;19;09
2701308;2725;;AL;27;Cajueiro;22;05
2701357;0560;;AL;27;Campestre;25;11
2701407;2727;;AL;27;Campo Alegre;08;06
2701506;2729;;AL;27;Campo Grande;14;08
2701605;2731;;AL;27;Canapi;22;08
2701704;2733;;AL;27;Capela;16;10
2701803;2735;;AL;27;Carneiros;26;07
2701902;2737;;AL;27;Chã Preta;11;03
2702009;2739;;AL;27;Coité do Nóia;21;09
2702108;2741;;AL;27;Colônia Leopoldina;12;06
2702207;2743;;AL;27;Coqueiro Seco;15;11
2702306;2745;;AL;27;Coruripe;16;05
2702355;2889;;AL;27;Craíbas;23;04
2702405;2747;;AL;27;Delmiro Gouveia;14;02
2702504;2749;;AL;27;Dois Riachos;08;07
2702553;2643;;AL;27;Estrela de Alagoas;05;10
2702603;2751;;AL;27;Feira Grande;24;04
2702702;2753;;AL;27;Feliz Deserto;07;08
2702801;2755;;AL;27;Flexeiras;28;04
2702900;2757;;AL;27;Girau do Ponciano;01;01
2703007;2759;;AL;27;Ibateguara;19;11
2703106;2761;;AL;27;Igaci;04;10
2703205;2763;;AL;27;Igreja Nova;12;01
2703304;2765;;AL;27;Inhapi;22;08
2703403;2767;;AL;27;Jacaré dos Homens;09;11
2703502;2769;;AL;27;Jacuípe;04;02
2703601;2771;;AL;27;Japaratinga;23;07
2703700;2773;;AL;27;Jaramataia;20;06
2703759;0562;;AL;27;Jequiá da Praia;03;02
2703809;2775;;AL;27;Joaquim Gomes;25;08
2703908;2777;;AL;27;Jundiá;26;08
2704005;2779;;AL;27;Junqueiro;09;07
2704104;2781;;AL;27;Lagoa da Canoa;28;08
2704203;2783;;AL;27;Limoeiro de Anadia;31;05
2704302;2785;;Al;27;Maceió;05;12
2704401;2787;;AL;27;Major Isidoro;17;09
2704906;2797;;AL;27;Mar Vermelho;25;03
2704500;2789;;AL;27;Maragogi;24;04
2704609;2791;;AL;27;Maravilha;02;01
2704708;2793;;AL;27;Marechal Deodoro;16;09
2704807;2795;;AL;27;Maribondo;24;08
2705002;2799;;AL;27;Mata Grande;05;06
2705101;2801;;AL;27;Matriz de Camaragibe;24;04
2705200;2803;;AL;27;Messias;06;09
2705309;2805;;AL;27;Minador do Negrão;27;08
2705408;2807;;AL;27;Monteirópolis;15;06
2705507;2809;;AL;27;Murici;16;05
2705606;2811;;AL;27;Novo Lino;01;12
2705705;2813;;AL;27;Olho d'Água das Flores;02;12
2705804;2815;;AL;27;Olho d'Água do Casado;14;09
2705903;2817;;AL;27;Olho d'Água Grande;21;09
2706000;2819;;AL;27;Olivença;02;02
2706109;2821;;AL;27;Ouro Branco;21;06
2706208;2823;;AL;27;Palestina;27;08
2706307;2825;;AL;27;Palmeira dos Índios;20;08
2706406;2827;;AL;27;Pão de Açúcar;03;03
2706422;2645;;AL;27;Pariconha;07;04
2706448;2641;;AL;27;Paripueira;05;10
2706505;2829;;AL;27;Passo de Camaragibe;14;07
2706604;2831;;AL;27;Paulo Jacinto;02;12
2706703;2833;;AL;27;Penedo;12;04
2706802;2835;;AL;27;Piaçabuçu;31;05
2706901;2837;;AL;27;Pilar;16;03
2707008;2839;;AL;27;Pindoba;10;10
2707107;2841;;AL;27;Piranhas;03;06
2707206;2843;;AL;27;Poço das Trincheiras;20;01
2707305;2845;;AL;27;Porto Calvo;12;04
2707404;2847;;AL;27;Porto de Pedras;09;06
2707503;2849;;AL;27;Porto Real do Colégio;18;11
2707602;2851;;AL;27;Quebrangulo;16;03
2707701;2853;;AL;27;Rio Largo;13;07
2707800;2855;;AL;27;Roteiro;18;12
2707909;2857;;AL;27;Santa Luzia do Norte;23;08
2708006;2859;;AL;27;Santana do Ipanema;24;04
2708105;2861;;AL;27;Santana do Mundaú;14;06
2708204;2863;;AL;27;São Brás;01;10
2708303;2865;;AL;27;São José da Laje;28;07
2708402;2867;;AL;27;São José da Tapera;24;12
2708501;2869;;AL;27;São Luís do Quitunde;16;05
2708600;2871;;AL;27;São Miguel dos Campos;18;06
2708709;2873;;AL;27;São Miguel dos Milagres;07;06
2708808;2875;;AL;27;São Sebastião;22;07
2708907;2877;;AL;27;Satuba;17;08
2708956;2891;;AL;27;Senador Rui Palmeira;13;05
2709004;2879;;AL;27;Tanque d'Arca;01;12
2709103;2881;;AL;27;Taquarana;24;08
2709152;0971;;AL;27;Teotônio Vilela;12;12
2709202;2883;;AL;27;Traipu;16;05
2709301;2885;;AL;27;União dos Palmares;20;08
2709400;2887;;AL;27;Viçosa;13;10
1300029;0289;;AM;13;Alvarães;10;12
1300060;0291;;AM;13;Amaturá;02;07
1300086;0293;;AM;13;Anamã;10;12
1300102;0203;;AM;13;Anori;29;12
1300144;0969;;AM;13;Apuí;30;12
1300201;0205;;AM;13;Atalaia do Norte;23;02
1300300;0207;;AM;13;Autazes;03;03
1300409;0209;;AM;13;Barcelos;06;05
1300508;0211;;AM;13;Barreirinha;09;06
1300607;0213;;AM;13;Benjamin Constant;29;01
1300631;0295;;AM;13;Beruri;10;12
1300680;0297;;AM;13;Boa Vista do Ramos;31;01
1300706;0215;;AM;13;Boca do Acre;22;10
1300805;0217;;AM;13;Borba;01;01
1300839;0299;;AM;13;Caapiranga;28;12
1300904;0219;;AM;13;Canutama;10;10
1301001;0221;;AM;13;Carauari;27;09
1301100;0223;;AM;13;Careiro;19;12
1301159;0965;;AM;13;Careiro da Várzea;01;12
1301209;0225;;AM;13;Coari;02;08
1301308;0227;;AM;13;Codajás;31;03
1301407;0229;;AM;13;Eirunepé;08;09
1301506;0231;;AM;13;Envira;31;01
1301605;0233;;AM;13;Fonte Boa;31;03
1301654;0967;;AM;13;Guajará;12;12
1301704;0235;;AM;13;Humaitá;15;05
1301803;0239;;AM;13;Ipixuna;18;02
1301852;9835;;AM;13;Iranduba;10;12
1301902;0241;;AM;13;Itacoatiara;25;04
1301951;9837;;AM;13;Itamarati;19;12
1302009;0243;;AM;13;Itapiranga;24;07
1302108;0245;;AM;13;Japurá;19;12
1302207;0247;;AM;13;Juruá;19;12
1302306;0249;;AM;13;Jutaí;11;04
1302405;0251;;AM;13;Lábrea;07;03
1302504;0253;;AM;13;Manacapuru;16;07
1302553;9839;;AM;13;Manaquiri;25;02
1302603;0255;;AM;13;Manaus;24;10
1302702;0257;;AM;13;Manicoré;15;05
1302801;0259;;AM;13;Maraã;25;03
1302900;0261;;AM;13;Maués;25;06
1303007;0263;;AM;13;Nhamundá;31;01
1303106;0265;;AM;13;Nova Olinda do Norte;19;12
1303205;0201;;AM;13;Novo Airão;19;12
1303304;0267;;AM;13;Novo Aripuanã;19;12
1303403;0269;;AM;13;Parintins;15;10
1303502;0271;;AM;13;Pauini;19;03
1303536;9841;;AM;13;Presidente Figueiredo;10;12
1303569;9843;;AM;13;Rio Preto da Eva;31;03
1303601;0237;;AM;13;Santa Isabel do Rio Negro;29;12
1303700;0273;;AM;13;Santo Antônio do Içá;13;03
1303809;0283;;AM;13;São Gabriel da Cachoeira;03;09
1303908;0275;;AM;13;São Paulo de Olivença;31;05
1303957;9845;;AM;13;São Sebastião do Uatumã;10;12
1304005;0277;;AM;13;Silves;23;01
1304062;9847;;AM;13;Tabatinga;01;02
1304104;0279;;AM;13;Tapauá;19;12
1304203;0281;;AM;13;Tefé;15;06
1304237;9851;;AM;13;Tonantins;10;12
1304260;9849;;AM;13;Uarini;10;12
1304302;0285;;AM;13;Urucará;12;05
1304401;0287;;AM;13;Urucurituba;24;01
1600105;0601;;AP;16;Amapá;22;10
1600204;0603;;AP;16;Calçoene;22;12
1600212;0667;;AP;16;Cutias;01;05
1600238;0611;;AP;16;Ferreira Gomes;17;12
1600253;0669;;AP;16;Itaubal;01;05
1600279;0613;;AP;16;Laranjal do Jari;17;12
1600303;0605;;AP;16;Macapá;04;02
1600402;0607;;AP;16;Mazagão;23;01
1600501;0609;;AP;16;Oiapoque;23;05
1600154;0663;;AP;16;Pedra Branca do Amapari;01;05
1600535;0671;;AP;16;Porto Grande;01;05
1600550;0673;;AP;16;Pracuúba;01;05
1600600;0615;;AP;16;Santana;17;12
1600055;0665;;AP;16;Serra do Navio;01;05
1600709;0617;;AP;16;Tartarugalzinho;17;12
1600808;0070;;AP;16;Vitória do Jari;08;09
2900108;3301;;BA;29;Abaíra;22;02
2900207;3303;;BA;29;Abaré;19;07
2900306;3305;;BA;29;Acajutiba;28;11
2900355;3253;;BA;29;Adustina;24;02
2900405;3307;;BA;29;Água Fria;13;07
2900603;3311;;BA;29;Aiquara;12;04
2900702;3313;;BA;29;Alagoinhas;02;07
2900801;3315;;BA;29;Alcobaça;12;11
2900900;3317;;BA;29;Almadina;15;03
2901007;3319;;BA;29;Amargosa;19;06
2901106;3321;;BA;29;Amélia Rodrigues;20;10
2901155;3071;;BA;29;América Dourada;25;02
2901205;3323;;BA;29;Anagé;05;04
2901304;3325;;BA;29;Andaraí;28;04
2901353;3255;;BA;29;Andorinha;13;06
2901403;3327;;BA;29;Angical;05;07
2901502;3329;;BA;29;Anguera;20;11
2901601;3331;;BA;29;Antas;13;08
2901700;3333;;BA;29;Antônio Cardoso;18;04
2901809;3335;;BA;29;Antônio Gonçalves;05;07
2901908;3337;;BA;29;Aporá;14;08
2901957;3257;;BA;29;Apuarema;13;06
2902054;3259;;BA;29;Araças;24;02
2902005;3339;;BA;29;Aracatu;12;07
2902104;3341;;BA;29;Araci;07;04
2902203;3343;;BA;29;Aramari;06;09
2902252;3073;;BA;29;Arataca;09;05
2902302;3345;;BA;29;Aratuípe;07;02
2902401;3347;;BA;29;Aurelino Leal;15;12
2902500;3349;;BA;29;Baianópolis;30;07
2902609;3351;;BA;29;Baixa Grande;17;07
2902658;3261;;BA;29;Banzaê;24;02
2902708;3353;;BA;29;Barra;16;06
2902807;3355;;BA;29;Barra da Estiva;26;10
2902906;3357;;BA;29;Barra do Choça;22;06
2903003;3359;;BA;29;Barra do Mendes;14;08
2903102;3361;;BA;29;Barra do Rocha;24;08
2903201;3363;;BA;29;Barreiras;26;05
2903235;3075;;BA;29;Barro Alto;09;05
2903300;3365;;BA;29;Barro Preto;17;04
2903276;1110;;BA;29;Barrocas;30;03
2903409;3367;;BA;29;Belmonte;23;05
2903508;3369;;BA;29;Belo Campo;22;02
2903607;3371;;BA;29;Biritinga;23;04
2903706;3373;;BA;29;Boa Nova;06;08
2903805;3375;;BA;29;Boa Vista do Tupim;19;07
2903904;3377;;BA;29;Bom Jesus da Lapa;31;08
2903953;3263;;BA;29;Bom Jesus da Serra;13;06
2904001;3379;;BA;29;Boninal;23;04
2904050;3265;;BA;29;Bonito;13;06
2904100;3381;;BA;29;Boquira;06;04
2904209;3383;;BA;29;Botuporã;22;03
2904308;3385;;BA;29;Brejões;26;10
2904407;3387;;BA;29;Brejolândia;16;07
2904506;3389;;BA;29;Brotas de Macaúbas;16;07
2904605;3391;;BA;29;Brumado;11;06
2904704;3393;;BA;29;Buerarema;17;09
2904753;3079;;BA;29;Buritirama;09;05
2904803;3395;;BA;29;Caatiba;01;04
2904852;3267;;BA;29;Cabaceiras do Paraguaçu;13;06
2904902;3397;;BA;29;Cachoeira;13;03
2905008;3399;;BA;29;Caculé;14;08
2905107;3401;;BA;29;Caém;08;04
2905156;3269;;BA;29;Caetanos;08;01
2905206;3403;;BA;29;Caetité;05;04
2905305;3405;;BA;29;Cafarnaum;16;07
2905404;3407;;BA;29;Cairu;16;08
2905503;3409;;BA;29;Caldeirão Grande;25;04
2905602;3411;;BA;29;Camacan;31;08
2905701;3413;;BA;29;Camaçari;28;09
2905800;3415;;BA;29;Camamu;25;05
2905909;3417;;BA;29;Campo Alegre de Lourdes;05;07
2906006;3419;;BA;29;Campo Formoso;28;07
2906105;3421;;BA;29;Canápolis;19;07
2906204;3423;;BA;29;Canarana;16;07
2906303;3425;;BA;29;Canavieiras;25;05
2906402;3427;;BA;29;Candeal;13;05
2906501;3429;;BA;29;Candeias;14;08
2906600;3431;;BA;29;Candiba;27;07
2906709;3433;;BA;29;Cândido Sales;05;07
2906808;3435;;BA;29;Cansanção;12;08
2906824;3085;;BA;29;Canudos;26;02
2906857;3081;;BA;29;Capela do Alto Alegre;19;06
2906873;3083;;BA;29;Capim Grosso;09;05
2906899;3271;;BA;29;Caraíbas;24;02
2906907;3437;;BA;29;Caravelas;23;04
2907004;3439;;BA;29;Cardeal da Silva;30;07
2907103;3441;;BA;29;Carinhanha;20;04
2907202;3443;;BA;29;Casa Nova;20;06
2907301;3445;;BA;29;Castro Alves;26;06
2907400;3447;;BA;29;Catolândia;27;07
2907509;3449;;BA;29;Catu;26;06
2907558;3273;;BA;29;Caturama;13;06
2907608;3451;;BA;29;Central;12;08
2907707;3453;;BA;29;Chorrochó;12;09
2907806;3455;;BA;29;Cícero Dantas;09;06
2907905;3457;;BA;29;Cipó;08;07
2908002;3459;;BA;29;Coaraci;12;12
2908101;3461;;BA;29;Cocos;14;08
2908200;3463;;BA;29;Conceição da Feira;23;07
2908309;3465;;BA;29;Conceição do Almeida;18;07
2908408;3467;;BA;29;Conceição do Coité;07;07
2908507;3469;;BA;29;Conceição do Jacuípe;20;10
2908606;3471;;BA;29;Conde;17;12
2908705;3473;;BA;29;Condeúba;11;06
2908804;3475;;BA;29;Contendas do Sincorá;06;10
2908903;3477;;BA;29;Coração de Maria;01;06
2909000;3479;;BA;29;Cordeiros;28;12
2909109;3481;;BA;29;Coribe;14;08
2909208;3483;;BA;29;Coronel João Sá;28;07
2909307;3485;;BA;29;Correntina;15;05
2909406;3487;;BA;29;Cotegipe;30;06
2909505;3489;;BA;29;Cravolândia;08;12
2909604;3491;;BA;29;Crisópolis;19;07
2909703;3493;;BA;29;Cristópolis;19;07
2909802;3495;;BA;29;Cruz das Almas;29;07
2909901;3497;;BA;29;Curaçá;06;07
2910008;3499;;BA;29;Dário Meira;12;04
2910057;3087;;BA;29;Dias d`Ávila;25;02
2910107;3501;;BA;29;Dom Basílio;05;04
2910206;3503;;BA;29;Dom Macedo Costa;04;04
2910305;3505;;BA;29;Elísio Medrado;20;07
2910404;3507;;BA;29;Encruzilhada;12;12
2910503;3509;;BA;29;Entre Rios;03;04
2900504;3309;;BA;29;Érico Cardoso;05;04
2910602;3511;;BA;29;Esplanada;23;06
2910701;3513;;BA;29;Euclides da Cunha;19;09
2910727;3117;;BA;29;Eunápolis;12;05
2910750;3089;;BA;29;Fátima;01;04
2910776;3275;;BA;29;Feira da Mata;24;02
2910800;3515;;BA;29;Feira de Santana;18;09
2910859;3091;;BA;29;Filadélfia;09;05
2910909;3517;;BA;29;Firmino Alves;27;07
2911006;3519;;BA;29;Floresta Azul;23;04
2911105;3521;;BA;29;Formosa do Rio Preto;22;12
2911204;3523;;BA;29;Gandu;28;07
2911253;3093;;BA;29;Gavião;19;03
2911303;3525;;BA;29;Gentio do Ouro;09;07
2911402;3527;;BA;29;Glória;01;05
2911501;3529;;BA;29;Gongogi;12;04
2911600;3531;;BA;29;Governador Mangabeira;14;03
2911659;3095;;BA;29;Guajeru;25;02
2911709;3533;;BA;29;Guanambi;14;08
2911808;3535;;BA;29;Guaratinga;31;08
2911857;3097;;BA;29;Heliópolis;11;04
2911907;3537;;BA;29;Iaçu;14;08
2912004;3539;;BA;29;Ibiassucê;17;07
2912103;3541;;BA;29;Ibicaraí;22;10
2912202;3543;;BA;29;Ibicoara;20;07
2912301;3545;;BA;29;Ibicuí;12;12
2912400;3547;;BA;29;Ibipeba;19;09
2912509;3551;;BA;29;Ibipitanga;06;05
2912608;3553;;BA;29;Ibiquera;20;08
2912707;3555;;BA;29;Ibirapitanga;03;08
2912806;3557;;BA;29;Ibirapuã;20;07
2912905;3559;;BA;29;Ibirataia;10;11
2913002;3561;;BA;29;Ibitiara;20;02
2913101;3563;;BA;29;Ibititá;17;10
2913200;3565;;BA;29;Ibotirama;14;08
2913309;3567;;BA;29;Ichu;30;07
2913408;3569;;BA;29;Igaporã;01;09
2913457;3277;;BA;29;Igrapiúna;24;02
2913507;3571;;BA;29;Iguaí;12;12
2913606;3573;;BA;29;Ilhéus;28;06
2913705;3575;;BA;29;Inhambupe;06;08
2913804;3577;;BA;29;Ipecaetá;19;07
2913903;3579;;BA;29;Ipiaú;02;12
2914000;3581;;BA;29;Ipirá;15;08
2914109;3583;;BA;29;Ipupiara;09;08
2914208;3585;;BA;29;Irajuba;16;07
2914307;3587;;BA;29;Iramaia;28;01
2914406;3589;;BA;29;Iraquara;05;07
2914505;3591;;BA;29;Irará;17;10
2914604;3593;;BA;29;Irecê;31;05
2914653;3279;;BA;29;Itabela;13;06
2914703;3595;;BA;29;Itaberaba;26;03
2914802;3597;;BA;29;Itabuna;28;07
2914901;3599;;BA;29;Itacaré;27;01
2915007;3601;;BA;29;Itaeté;25;09
2915106;3603;;BA;29;Itagi;10;12
2915205;3605;;BA;29;Itagibá;14;08
2915304;3607;;BA;29;Itagimirim;23;04
2915353;3281;;BA;29;Itaguaçu da Bahia;24;02
2915403;3609;;BA;29;Itaju do Colônia;16;07
2915502;3611;;BA;29;Itajuípe;12;12
2915601;3613;;BA;29;Itamaraju;05;10
2915700;3615;;BA;29;Itamari;18;07
2915809;3617;;BA;29;Itambé;12;08
2915908;3619;;BA;29;Itanagra;30;07
2916005;3621;;BA;29;Itanhém;14;08
2916104;3623;;BA;29;Itaparica;25;10
2916203;3625;;BA;29;Itapé;28;12
2916302;3627;;BA;29;Itapebi;14;08
2916401;3629;;BA;29;Itapetinga;12;12
2916500;3631;;BA;29;Itapicuru;28;04
2916609;3633;;BA;29;Itapitanga;21;12
2916708;3635;;BA;29;Itaquara;17;07
2916807;3637;;BA;29;Itarantim;01;04
2916856;3283;;BA;29;Itatim;13;06
2916906;3639;;BA;29;Itiruçu;01;09
2917003;3641;;BA;29;Itiúba;17;01
2917102;3643;;BA;29;Itororó;22;08
2917201;3645;;BA;29;Ituaçu;09;10
2917300;3647;;BA;29;Ituberá;14;08
2917334;3285;;BA;29;Iuiú;24;02
2917359;9859;;BA;29;Jaborandi;09;05
2917409;3649;;BA;29;Jacaraci;07;06
2917508;3651;;BA;29;Jacobina;28;07
2917607;3653;;BA;29;Jaguaquara;18;05
2917706;3655;;BA;29;Jaguarari;06;08
2917805;3657;;BA;29;Jaguaripe;27;12
2917904;3659;;BA;29;Jandaíra;28;04
2918001;3661;;BA;29;Jequié;25;10
2918100;3663;;BA;29;Jeremoabo;25;10
2918209;3665;;BA;29;Jiquiriçá;31;01
2918308;3667;;BA;29;Jitaúna;22;12
2918357;3099;;BA;29;João Dourado;09;05
2918407;3669;;BA;29;Juazeiro;15;07
2918456;3287;;BA;29;Jucuruçu;24;02
2918506;3671;;BA;29;Jussara;27;07
2918555;3069;;BA;29;Jussari;09;05
2918605;3673;;BA;29;Jussiape;09;07
2918704;3675;;BA;29;Lafaiete Coutinho;20;02
2918753;3291;;BA;29;Lagoa Real;13;06
2918803;3289;;BA;29;Laje;20;07
2918902;3677;;BA;29;Lajedão;16;07
2919009;3679;;BA;29;Lajedinho;12;07
2919058;3681;;BA;29;Lajedo do Tabocal;13;06
2919108;3683;;BA;29;Lamarão;20;07
2919157;3973;;BA;29;Lapão;09;05
2919207;3685;;BA;29;Lauro de Freitas;31;07
2919306;3687;;BA;29;Lençóis;18;12
2919405;3689;;BA;29;Licínio de Almeida;12;04
2919504;3691;;BA;29;Livramento de Nossa Senhora;06;10
2919553;1112;;BA;29;Luís Eduardo Magalhães;30;03
2919603;3693;;BA;29;Macajuba;02;07
2919702;3695;;BA;29;Macarani;17;06
2919801;3697;;BA;29;Macaúbas;06;07
2919900;3699;;BA;29;Macururé;27;07
2919926;3293;;BA;29;Madre de Deus;13;06
2919959;3975;;BA;29;Maetinga;09;05
2920007;3701;;BA;29;Maiquinique;16;07
2920106;3703;;BA;29;Mairi;31;12
2920205;3705;;BA;29;Malhada;29;11
2920304;3707;;BA;29;Malhada de Pedras;12;07
2920403;3709;;BA;29;Manoel Vitorino;30;07
2920452;3977;;BA;29;Mansidão;25;02
2920502;3711;;BA;29;Maracás;19;04
2920601;3713;;BA;29;Maragogipe;08;05
2920700;3715;;BA;29;Maraú;17;06
2920809;3717;;BA;29;Marcionílio Souza;27;07
2920908;3719;;BA;29;Mascote;19;07
2921005;3721;;BA;29;Mata de São João;15;04
2921054;3295;;BA;29;Matina;16;04
2921104;3723;;BA;29;Medeiros Neto;14;08
2921203;3725;;BA;29;Miguel Calmon;06;08
2921302;3727;;BA;29;Milagres;22;12
2921401;3729;;BA;29;Mirangaba;24;11
2921450;3297;;BA;29;Mirante;13;06
2921500;3731;;BA;29;Monte Santo;21;03
2921609;3733;;BA;29;Morpará;16;07
2921708;3735;;BA;29;Morro do Chapéu;08;08
2921807;3737;;BA;29;Mortugaba;30;11
2921906;3739;;BA;29;Mucugê;14;05
2922003;3741;;BA;29;Mucuri;10;10
2922052;3299;;BA;29;Mulungu do Morro;13;06
2922102;3743;;BA;29;Mundo Novo;01;03
2922201;3745;;BA;29;Muniz Ferreira;30;07
2922250;3005;;BA;29;Muquém de São Francisco;13;06
2922300;3747;;BA;29;Muritiba;08;08
2922409;3749;;BA;29;Mutuípe;26;07
2922508;3751;;BA;29;Nazaré;10;11
2922607;3753;;BA;29;Nilo Peçanha;19;12
2922656;3979;;BA;29;Nordestina;09;05
2922706;3755;;BA;29;Nova Canaã;08;11
2922730;3007;;BA;29;Nova Fátima;13;06
2922755;3009;;BA;29;Nova Ibiá;13;06
2922805;3757;;BA;29;Nova Itarana;20;07
2922854;3011;;BA;29;Nova Redenção;24;02
2922904;3759;;BA;29;Nova Soure;18;05
2923001;3761;;BA;29;Nova Viçosa;23;10
2923035;3013;;BA;29;Novo Horizonte;13;06
2923050;3015;;BA;29;Novo Triunfo;24;02
2923100;3763;;BA;29;Olindina;14;08
2923209;3765;;BA;29;Oliveira dos Brejinhos;01;06
2923308;3767;;BA;29;Ouriçangas;27;03
2923357;3017;;BA;29;Ourolândia;13;06
2923407;3769;;BA;29;Palmas de Monte Alto;19;05
2923506;3771;;BA;29;Palmeiras;23;12
2923605;3773;;BA;29;Paramirim;16;09
2923704;3775;;BA;29;Paratinga;25;06
2923803;3777;;BA;29;Paripiranga;01;05
2923902;3779;;BA;29;Pau Brasil;18;04
2924009;3781;;BA;29;Paulo Afonso;28;07
2924058;3981;;BA;29;Pé de Serra;20;03
2924108;3783;;BA;29;Pedrão;12;07
2924207;3785;;BA;29;Pedro Alexandre;28;07
2924306;3787;;BA;29;Piatã;11;07
2924405;3789;;BA;29;Pilão Arcado;15;01
2924504;3791;;BA;29;Pindaí;13;02
2924603;3793;;BA;29;Pindobaçu;04;03
2924652;3983;;BA;29;Pintadas;09;05
2924678;3019;;BA;29;Piraí do Norte;24;02
2924702;3795;;BA;29;Piripá;31;07
2924801;3797;;BA;29;Piritiba;27;09
2924900;3799;;BA;29;Planaltino;30;07
2925006;3801;;BA;29;Planalto;05;04
2925105;3803;;BA;29;Poções;26;06
2925204;3805;;BA;29;Pojuca;29;07
2925253;3021;;BA;29;Ponto Novo;24;02
2925303;3807;;BA;29;Porto Seguro;30;06
2925402;3809;;BA;29;Potiraguá;03;08
2925501;3811;;BA;29;Prado;02;08
2925600;3813;;BA;29;Presidente Dutra;12;04
2925709;3815;;BA;29;Presidente Jânio Quadros;28;12
2925758;3023;;BA;29;Presidente Tancredo Neves;24;02
2925808;3817;;BA;29;Queimadas;10;06
2925907;3819;;BA;29;Quijingue;15;03
2925931;3025;;BA;29;Quixabeira;13;06
2925956;3985;;BA;29;Rafael Jambeiro;09;05
2926004;3821;;BA;29;Remanso;09;08
2926103;3823;;BA;29;Retirolândia;27;07
2926202;3825;;BA;29;Riachão das Neves;19;07
2926301;3827;;BA;29;Riachão do Jacuípe;14;08
2926400;3829;;BA;29;Riacho de Santana;13;08
2926509;3831;;BA;29;Ribeira do Amparo;14;08
2926608;3833;;BA;29;Ribeira do Pombal;19;09
2926657;3027;;BA;29;Ribeirão do Largo;03;03
2926707;3835;;BA;29;Rio de Contas;28;08
2926806;3837;;BA;29;Rio do Antônio;27;07
2926905;3839;;BA;29;Rio do Pires;17;11
2927002;3841;;BA;29;Rio Real;01;07
2927101;3843;;BA;29;Rodelas;30;07
2927200;3845;;BA;29;Ruy Barbosa;28;08
2927309;3847;;BA;29;Salinas da Margarida;27;07
2927408;3849;;BA;29;Salvador;29;03
2927507;3851;;BA;29;Santa Bárbara;14;12
2927606;3853;;BA;29;Santa Brígida;27;07
2927705;3855;;BA;29;Santa Cruz Cabrália;23;07
2927804;3857;;BA;29;Santa Cruz da Vitória;05;07
2927903;3859;;BA;29;Santa Inês;26;10
2928059;3987;;BA;29;Santa Luzia;10;05
2928109;3863;;BA;29;Santa Maria da Vitória;26;06
2928406;3549;;BA;29;Santa Rita de Cássia;26;03
2928505;3869;;BA;29;Santa Teresinha;19;10
2928000;3861;;BA;29;Santaluz;18;07
2928208;3865;;BA;29;Santana;26;08
2928307;3867;;BA;29;Santanópolis;13;07
2928604;3871;;BA;29;Santo Amaro;13;03
2928703;3873;;BA;29;Santo Antônio de Jesus;29;05
2928802;3875;;BA;29;Santo Estêvão;21;09
2928901;3877;;BA;29;São Desidério;22;02
2928950;3029;;BA;29;São Domingos;13;06
2929107;3881;;BA;29;São Felipe;29;05
2929008;3879;;BA;29;São Félix;25;10
2929057;3031;;BA;29;São Félix do Coribe;13;06
2929206;3883;;BA;29;São Francisco do Conde;30;03
2929255;3989;;BA;29;São Gabriel;25;02
2929305;3885;;BA;29;São Gonçalo dos Campos;28;07
2929354;3035;;BA;29;São José da Vitória;13;06
2929370;3033;;BA;29;São José do Jacuípe;13;06
2929404;3887;;BA;29;São Miguel das Matas;01;06
2929503;3889;;BA;29;São Sebastião do Passé;12;10
2929602;3891;;BA;29;Sapeaçu;27;04
2929701;3893;;BA;29;Sátiro Dias;14;08
2929750;3037;;BA;29;Saubara;13;06
2929800;3895;;BA;29;Saúde;06;07
