CODIGO_IBGE_MUNICIPIO;CODIGO_FEDERAL_MUNICIPIO;CODIGO_ESTADUAL_MUNICIPIO;UF_MUNICIPIO;CODIGO_IBGE_UF;NOME_DA_CIDADE;DIA;MÊS
3109808;4195;0098;MG;31;Cachoeira Dourada;30;12
3109907;4197;0099;MG;31;Caetanópolis;13;06
3110004;4199;0100;MG;31;Caeté;14;02
3110103;4201;0101;MG;31;Caiana;01;03
3110202;4203;0102;MG;31;Cajuri;30;12
3110301;4205;0103;MG;31;Caldas;27;03
3110400;4207;0104;MG;31;Camacho;01;03
3110509;4209;0105;MG;31;Camanducaia;20;07
3110608;4211;0106;MG;31;Cambuí;24;05
3110707;4213;0107;MG;31;Cambuquira;12;05
3110806;4215;0108;MG;31;Campanário;31;08
3110905;4217;0109;MG;31;Campanha;02;10
3111002;4219;0110;MG;31;Campestre;30;08
3111101;4221;0111;MG;31;Campina Verde;17;12
3111150;0580;0777;MG;31;Campo Azul;20;01
3111200;4223;0112;MG;31;Campo Belo;28;09
3111309;4225;0113;MG;31;Campo do Meio;27;12
3111408;4227;0114;MG;31;Campo Florido;17;12
3111507;4229;0115;MG;31;Campos Altos;23;09
3111606;4231;0116;MG;31;Campos Gerais;16;09
3111903;4237;0119;MG;31;Cana Verde;01;09
3111705;4233;0117;MG;31;Canaã;03;03
3111804;4235;0118;MG;31;Canápolis;14;07
3112000;4239;0120;MG;31;Candeias;17;12
3112059;0582;0778;MG;31;Cantagalo;21;12
3112109;4241;0121;MG;31;Caparaó;01;03
3112208;4243;0122;MG;31;Capela Nova;02;01
3112307;4245;0123;MG;31;Capelinha;10;09
3112406;4247;0124;MG;31;Capetinga;09;03
3112505;4249;0125;MG;31;Capim Branco;01;01
3112604;4251;0126;MG;31;Capinópolis;15;06
3112653;2651;0727;MG;31;Capitão Andrade;01;01
3112703;4253;0127;MG;31;Capitão Enéas;03;06
3112802;4255;0128;MG;31;Capitólio;27;12
3112901;4257;0129;MG;31;Caputira;30;12
3113008;4259;0130;MG;31;Caraí;01;01
3113107;4261;0131;MG;31;Caranaíba;01;03
3113206;4263;0132;MG;31;Carandaí;27;04
3113305;4265;0133;MG;31;Carangola;07;01
3113404;4267;0134;MG;31;Caratinga;24;06
3113503;4269;0135;MG;31;Carbonita;03;03
3113602;4271;0136;MG;31;Careaçu;01;01
3113701;4273;0137;MG;31;Carlos Chagas;17;12
3113800;4275;0138;MG;31;Carmésia;01;03
3113909;4277;0139;MG;31;Carmo da Cachoeira;17;12
3114006;4279;0140;MG;31;Carmo da Mata;17;12
3114105;4281;0141;MG;31;Carmo de Minas;16;09
3114204;4283;0142;MG;31;Carmo do Cajuru;27;12
3114303;4285;0143;MG;31;Carmo do Paranaíba;04;10
3114402;4287;0144;MG;31;Carmo do Rio Claro;05;11
3114501;4289;0145;MG;31;Carmópolis de Minas;27;12
3114550;2685;0728;MG;31;Carneirinho;27;04
3114600;4291;0146;MG;31;Carrancas;01;01
3114709;4293;0147;MG;31;Carvalhópolis;17;05
3114808;4295;0148;MG;31;Carvalhos;12;10
3114907;4297;0149;MG;31;Casa Grande;02;03
3115003;4299;0150;MG;31;Cascalho Rico;24;06
3115102;4301;0151;MG;31;Cássia;15;02
3115300;4305;0153;MG;31;Cataguases;07;09
3115359;0584;0779;MG;31;Catas Altas;08;12
3115409;4307;0154;MG;31;Catas Altas da Noruega;01;03
3115458;2653;0729;MG;31;Catuji;01;01
3115474;0586;0780;MG;31;Catuti;21;12
3115508;4309;0155;MG;31;Caxambu;16;09
3115607;4311;0156;MG;31;Cedro do Abaeté;02;03
3115706;4313;0157;MG;31;Central de Minas;01;03
3115805;4315;0158;MG;31;Centralina;09;01
3115904;4317;0159;MG;31;Chácara;01;03
3116001;4319;0160;MG;31;Chalé;01;03
3116100;4321;0161;MG;31;Chapada do Norte;03;03
3116159;0588;0781;MG;31;Chapada Gaúcha;25;08
3116209;4323;0162;MG;31;Chiador;12;12
3116308;4325;0163;MG;31;Cipotânea;07;08
3116407;4327;0164;MG;31;Claraval;12;12
3116506;4329;0165;MG;31;Claro dos Poções;03;03
3116605;4331;0166;MG;31;Cláudio;30;08
3116704;4333;0167;MG;31;Coimbra;27;12
3116803;4335;0168;MG;31;Coluna;12;12
3116902;4337;0169;MG;31;Comendador Gomes;01;01
3117009;4339;0170;MG;31;Comercinho;01;01
3117108;4341;0171;MG;31;Conceição da Aparecida;01;01
3115201;4303;0152;MG;31;Conceição da Barra de Minas;01;03
3117306;4345;0172;MG;31;Conceição das Alagoas;17;12
3117207;4343;0173;MG;31;Conceição das Pedras;01;03
3117405;4347;0174;MG;31;Conceição de Ipanema;01;01
3117504;4349;0175;MG;31;Conceição do Mato Dentro;08;12
3117603;4351;0176;MG;31;Conceição do Pará;01;03
3117702;4353;0177;MG;31;Conceição do Rio Verde;30;08
3117801;4355;0178;MG;31;Conceição dos Ouros;08;08
3117836;0590;0782;MG;31;Cônego Marinho;21;12
3117876;0592;0783;MG;31;Confins;21;12
3117900;4357;0179;MG;31;Congonhal;12;12
3118007;4359;0180;MG;31;Congonhas;17;12
3118106;4361;0181;MG;31;Congonhas do Norte;01;03
3118205;4363;0182;MG;31;Conquista;12;10
3118304;4365;0183;MG;31;Conselheiro Lafaiete;19;09
3118403;4367;0184;MG;31;Conselheiro Pena;17;12
3118502;4369;0185;MG;31;Consolação;01;03
3118601;4371;0186;MG;31;Contagem;30;08
3118700;4373;0187;MG;31;Coqueiral;27;12
3118809;4375;0188;MG;31;Coração de Jesus;01;06
3118908;4377;0189;MG;31;Cordisburgo;17;12
3119005;4379;0190;MG;31;Cordislândia;01;03
3119104;4381;0191;MG;31;Corinto;20;07
3119203;4383;0192;MG;31;Coroaci;01;01
3119302;4385;0193;MG;31;Coromandel;07;09
3119401;4387;0194;MG;31;Coronel Fabriciano;20;01
3119500;4389;0195;MG;31;Coronel Murta;12;12
3119609;4391;0196;MG;31;Coronel Pacheco;30;08
3119708;4393;0197;MG;31;Coronel Xavier Chaves;08;12
3119807;4395;0198;MG;31;Córrego Danta;01;01
3119906;4397;0199;MG;31;Córrego do Bom Jesus;12;12
3119955;0594;0784;MG;31;Córrego Fundo;12;10
3120003;4399;0200;MG;31;Córrego Novo;01;03
3120102;4401;0201;MG;31;Couto de Magalhães de Minas;05;03
3120151;0596;0785;MG;31;Crisólita;01;01
3120201;4403;0202;MG;31;Cristais;04;06
3120300;4405;0203;MG;31;Cristália;01;03
3120409;4407;0204;MG;31;Cristiano Otoni;17;12
3120508;4409;0205;MG;31;Cristina;13;05
3120607;4411;0206;MG;31;Crucilândia;27;12
3120706;4413;0207;MG;31;Cruzeiro da Fortaleza;01;03
3120805;4415;0208;MG;31;Cruzília;27;12
3120839;0598;0786;MG;31;Cuparaque;21;12
3120870;0600;0787;MG;31;Curral de Dentro;22;12
3120904;4417;0209;MG;31;Curvelo;30;07
3121001;4419;0210;MG;31;Datas;01;03
3121100;4421;0211;MG;31;Delfim Moreira;27;12
3121209;4423;0212;MG;31;Delfinópolis;17;12
3121258;0602;0864;MG;31;Delta;12;12
3121308;4425;0213;MG;31;Descoberto;30;05
3121407;4427;0214;MG;31;Desterro de Entre Rios;12;12
3121506;4429;0215;MG;31;Desterro do Melo;01;03
3121605;4431;0216;MG;31;Diamantina;06;03
3121704;4433;0217;MG;31;Diogo de Vasconcelos;08;09
3121803;4435;0218;MG;31;Dionísio;27;12
3121902;4437;0219;MG;31;Divinésia;01;03
3122009;4439;0220;MG;31;Divino;17;12
3122108;4441;0221;MG;31;Divino das Laranjeiras;01;03
3122207;4443;0222;MG;31;Divinolândia de Minas;01;03
3122306;4445;0223;MG;31;Divinópolis;01;06
3122355;0604;0788;MG;31;Divisa Alegre;22;12
3122405;4447;0224;MG;31;Divisa Nova;17;12
3122454;2657;0731;MG;31;Divisópolis;27;04
3122470;0606;0789;MG;31;Dom Bosco;21;12
3122504;4449;0225;MG;31;Dom Cavati;01;03
3122603;4451;0226;MG;31;Dom Joaquim;17;12
3122702;4453;0227;MG;31;Dom Silvério;14;08
3122801;4455;0228;MG;31;Dom Viçoso;07;10
3122900;4457;0229;MG;31;Dona Eusébia;01;03
3123007;4459;0230;MG;31;Dores de Campos;17;12
3123106;4461;0231;MG;31;Dores de Guanhães;31;12
3123205;4463;0232;MG;31;Dores do Indaiá;08;10
3123304;4465;0233;MG;31;Dores do Turvo;01;01
3123403;4467;0234;MG;31;Doresópolis;01;03
3123502;4469;0235;MG;31;Douradoquara;01;03
3123528;2675;0732;MG;31;Durandé;24;04
3123601;4471;0236;MG;31;Elói Mendes;30;08
3123700;4473;0237;MG;31;Engenheiro Caldas;01;03
3123809;4475;0238;MG;31;Engenheiro Navarro;01;03
3123858;4477;0733;MG;31;Entre Folhas;01;01
3123908;2663;0239;MG;31;Entre Rios de Minas;20;01
3124005;4479;0240;MG;31;Ervália;17;06
3124104;4481;0241;MG;31;Esmeraldas;16;09
3124203;4483;0242;MG;31;Espera Feliz;18;09
3124302;4485;0243;MG;31;Espinosa;09;03
3124401;4487;0244;MG;31;Espírito Santo do Dourado;01;03
3124500;4489;0245;MG;31;Estiva;27;12
3124609;4491;0246;MG;31;Estrela Dalva;01;01
3124708;4493;0247;MG;31;Estrela do Indaiá;27;12
3124807;4495;0248;MG;31;Estrela do Sul;19;09
3124906;4497;0249;MG;31;Eugenópolis;03;05
3125002;4499;0250;MG;31;Ewbank da Câmara;01;09
3125101;4501;0251;MG;31;Extrema;22;05
3125200;4503;0252;MG;31;Fama;19;03
3125309;4505;0253;MG;31;Faria Lemos;12;12
3125408;4507;0254;MG;31;Felício dos Santos;01;03
3125606;4511;0256;MG;31;Felisburgo;01;03
3125705;4513;0257;MG;31;Felixlândia;20;03
3125804;4515;0258;MG;31;Fernandes Tourinho;01;03
3125903;4517;0259;MG;31;Ferros;23;09
3125952;2683;0734;MG;31;Fervedouro;01;01
3126000;4519;0260;MG;31;Florestal;01;03
3126109;4521;0261;MG;31;Formiga;06;06
3126208;4523;0262;MG;31;Formoso;01;03
3126307;4525;0263;MG;31;Fortaleza de Minas;01;03
3126406;4527;0264;MG;31;Fortuna de Minas;01;03
3126505;4533;0265;MG;31;Francisco Badaró;01;03
3126604;4529;0266;MG;31;Francisco Dumont;01;03
3126703;4531;0267;MG;31;Francisco Sá;08;09
3126752;0608;0790;MG;31;Franciscópolis;22;12
3126802;4535;0268;MG;31;Frei Gaspar;24;07
3126901;4537;0269;MG;31;Frei Inocêncio;02;03
3126950;0610;0791;MG;31;Frei Lagonegro;21;12
3127008;4539;0270;MG;31;Fronteira;18;07
3127057;4935;0468;MG;31;Fronteira dos Vales;01;03
3127073;0612;0792;MG;31;Fruta de Leite;21;12
3127107;4541;0271;MG;31;Frutal;04;10
3127206;4543;0272;MG;31;Funilândia;30;12
3127305;4545;0273;MG;31;Galiléia;08;12
3127339;0614;0793;MG;31;Gameleiras;21;12
3127354;0616;0794;MG;31;Glaucilândia;21;12
3127370;0618;0795;MG;31;Goiabeira;22;12
3127388;0620;0796;MG;31;Goianá;21;12
3127404;4547;0274;MG;31;Gonçalves;01;03
3127503;4549;0275;MG;31;Gonzaga;01;03
3127602;4551;0276;MG;31;Gouveia;01;01
3127701;4553;0277;MG;31;Governador Valadares;30;01
3127800;4555;0278;MG;31;Grão Mogol;23;03
3127909;4557;0279;MG;31;Grupiara;01;03
3128006;4559;0280;MG;31;Guanhães;25;10
3128105;4561;0281;MG;31;Guapé;04;10
3128204;4563;0282;MG;31;Guaraciaba;01;07
3128253;0622;0797;MG;31;Guaraciama;21;12
3128303;4565;0283;MG;31;Guaranésia;16;09
3128402;4567;0284;MG;31;Guarani;30;08
3128501;4569;0285;MG;31;Guarará;05;12
3128600;4571;0286;MG;31;Guarda-Mor;01;03
3128709;4573;0287;MG;31;Guaxupé;01;06
3128808;4575;0288;MG;31;Guidoval;26;07
3128907;4577;0289;MG;31;Guimarânia;01;03
3129004;4579;0290;MG;31;Guiricema;17;12
3129103;4581;0291;MG;31;Gurinhatã;30;09
3129202;4583;0292;MG;31;Heliodora;26;12
3129301;4585;0293;MG;31;Iapu;01;01
3129400;4587;0294;MG;31;Ibertioga;01;03
3129509;4589;0295;MG;31;Ibiá;07;09
3129608;4591;0296;MG;31;Ibiaí;01;03
3129657;0624;0798;MG;31;Ibiracatu;21;12
3129707;4593;0297;MG;31;Ibiraci;07;09
3129806;4595;0298;MG;31;Ibirité;01;03
3129905;4597;0299;MG;31;Ibitiúra de Minas;01;03
3130002;4599;0300;MG;31;Ibituruna;01;03
3130051;2693;0736;MG;31;Icaraí de Minas;01;01
3130101;4601;0301;MG;31;Igarapé;01;03
3130200;4603;0302;MG;31;Igaratinga;01;03
3130309;4605;0303;MG;31;Iguatama;15;08
3130408;4607;0304;MG;31;Ijaci;01;03
3130507;4609;0305;MG;31;Ilicínea;12;12
3130556;0626;0799;MG;31;Imbé de Minas;21;12
3130606;4611;0306;MG;31;Inconfidentes;01;03
3130655;0628;0800;MG;31;Indaiabira;21;12
3130705;4613;0307;MG;31;Indianópolis;17;12
3130804;4615;0308;MG;31;Ingaí;01;03
3130903;4617;0309;MG;31;Inhapim;17;12
3131000;4619;0310;MG;31;Inhaúma;27;12
3131109;4621;0311;MG;31;Inimutaba;31;03
3131158;2665;0737;MG;31;Ipaba;01;01
3131208;4623;0312;MG;31;Ipanema;07;09
3131307;4625;0313;MG;31;Ipatinga;29;04
3131406;4627;0314;MG;31;Ipiaçu;01;09
3131505;4629;0315;MG;31;Ipuiúna;12;12
3131604;4631;0316;MG;31;Iraí de Minas;31;03
3131703;4633;0317;MG;31;Itabira;09;10
3131802;4635;0318;MG;31;Itabirinha;08;12
3131901;4637;0319;MG;31;Itabirito;07;09
3132008;4639;0320;MG;31;Itacambira;01;03
3132107;4641;0321;MG;31;Itacarambi;02;03
3132206;4643;0322;MG;31;Itaguara;31;12
3132305;4645;0323;MG;31;Itaipé;30;12
3132404;4647;0324;MG;31;Itajubá;19;03
3132503;4649;0325;MG;31;Itamarandiba;24;06
3132602;4651;0326;MG;31;Itamarati de Minas;01;03
3132701;4653;0327;MG;31;Itambacuri;13;04
3132800;4655;0328;MG;31;Itambé do Mato Dentro;01;03
3132909;4657;0329;MG;31;Itamogi;24;06
3133006;4659;0330;MG;31;Itamonte;17;12
3133105;4661;0331;MG;31;Itanhandu;07;09
3133204;4663;0332;MG;31;Itanhomi;01;01
3133303;4665;0333;MG;31;Itaobim;16;08
3133402;4667;0334;MG;31;Itapagipe;27;12
3133501;4669;0335;MG;31;Itapecerica;04;10
3133600;4671;0336;MG;31;Itapeva;01;03
3133709;4673;0337;MG;31;Itatiaiuçu;01;03
3133758;5731;0723;MG;31;Itaú de Minas;11;09
3133808;4675;0338;MG;31;Itaúna;16;09
3133907;4677;0339;MG;31;Itaverava;30;12
3134004;4679;0340;MG;31;Itinga;31;12
3134103;4681;0341;MG;31;Itueta;20;03
3134202;4683;0342;MG;31;Ituiutaba;16;09
3134301;4685;0343;MG;31;Itumirim;01;01
3134400;4687;0344;MG;31;Iturama;23;08
3134509;4689;0345;MG;31;Itutinga;12;12
3134608;4691;0346;MG;31;Jaboticatubas;17;12
3134707;4693;0347;MG;31;Jacinto;31;12
3134806;4695;0348;MG;31;Jacuí;19;07
3134905;4697;0349;MG;31;Jacutinga;16;09
3135001;4699;0350;MG;31;Jaguaraçu;12;12
3135050;2893;0738;MG;31;Jaíba;27;04
3135076;2655;0739;MG;31;Jampruca;01;01
3135100;4701;0351;MG;31;Janaúba;27;12
3135209;4703;0352;MG;31;Januária;07;10
3135308;4705;0353;MG;31;Japaraíba;01;03
3135357;0630;0865;MG;31;Japonvar;21;12
3135407;4707;0354;MG;31;Jeceaba;12;12
3135456;0632;0801;MG;31;Jenipapo de Minas;01;01
3135506;4709;0355;MG;31;Jequeri;09;09
3135605;4711;0356;MG;31;Jequitaí;27;12
3135704;4713;0357;MG;31;Jequitibá;27;12
3135803;4715;0358;MG;31;Jequitinhonha;29;09
3135902;4717;0359;MG;31;Jesuânia;27;12
3136009;4719;0360;MG;31;Joaíma;27;12
3136108;4721;0361;MG;31;Joanésia;12;12
3136207;4723;0362;MG;31;João Monlevade;29;04
3136306;4725;0363;MG;31;João Pinheiro;30;08
3136405;4727;0364;MG;31;Joaquim Felício;01;03
3136504;4729;0365;MG;31;Jordânia;27;12
3136520;0634;0802;MG;31;José Gonçalves de Minas;21;12
3136553;0636;0803;MG;31;José Raydan;21;12
3136579;0638;0804;MG;31;Josenópolis;22;12
3136652;2691;0740;MG;31;Juatuba;28;04
3136702;4733;0367;MG;31;Juiz de Fora;31;05
3136801;4735;0368;MG;31;Juramento;12;12
3136900;4737;0369;MG;31;Juruaia;27;12
3136959;0640;0805;MG;31;Juvenília;21;09
3137007;4739;0370;MG;31;Ladainha;01;01
3137106;4741;0371;MG;31;Lagamar;31;12
3137205;4743;0372;MG;31;Lagoa da Prata;27;12
3137304;4745;0373;MG;31;Lagoa dos Patos;01;03
3137403;4747;0374;MG;31;Lagoa Dourada;06;06
3137502;4749;0375;MG;31;Lagoa Formosa;01;03
3137536;2905;0741;MG;31;Lagoa Grande;27;04
3137601;4751;0376;MG;31;Lagoa Santa;17;12
3137700;4753;0377;MG;31;Lajinha;22;06
3137809;4755;0378;MG;31;Lambari;18;09
3137908;4757;0379;MG;31;Lamim;31;05
3138005;4759;0380;MG;31;Laranjal;17;12
3138104;4761;0381;MG;31;Lassance;12;12
3138203;4763;0382;MG;31;Lavras;13;10
3138302;4765;0383;MG;31;Leandro Ferreira;01;03
3138351;0642;0806;MG;31;Leme do Prado;22;12
3138401;4767;0384;MG;31;Leopoldina;27;04
3138500;4769;0385;MG;31;Liberdade;17;12
3138609;4771;0386;MG;31;Lima Duarte;30;10
3138625;2687;0742;MG;31;Limeira do Oeste;29;06
3138658;2695;0743;MG;31;Lontra;01;01
3138674;0644;0807;MG;31;Luisburgo;21;12
3138682;0646;0808;MG;31;Luislândia;22;12
3138708;4773;0387;MG;31;Luminárias;01;01
3138807;4775;0388;MG;31;Luz;07;09
3138906;4777;0389;MG;31;Machacalis;01;01
3139003;4779;0390;MG;31;Machado;13;09
3139102;4781;0391;MG;31;Madre de Deus de Minas;12;12
3139201;4783;0392;MG;31;Malacacheta;14;09
3139250;2895;0744;MG;31;Mamonas;01;01
3139300;4785;0393;MG;31;Manga;07;09
3139409;4787;0394;MG;31;Manhuaçu;05;11
3139508;4789;0395;MG;31;Manhumirim;16;03
3139607;4791;0396;MG;31;Mantena;13;06
3139805;4795;0398;MG;31;Mar de Espanha;24;09
3139706;4793;0397;MG;31;Maravilhas;12;12
3139904;4797;0399;MG;31;Maria da Fé;01;06
3140001;4799;0400;MG;31;Mariana;16;07
3140100;4801;0401;MG;31;Marilac;13;03
3140159;0648;0809;MG;31;Mário Campos;21;12
3140209;4803;0402;MG;31;Maripá de Minas;01;03
3140308;4805;0403;MG;31;Marliéria;12;12
3140407;4807;0404;MG;31;Marmelópolis;01;03
3140506;4809;0405;MG;31;Martinho Campos;17;12
3140530;0650;0810;MG;31;Martins Soares;22;10
3140555;2659;0745;MG;31;Mata Verde;01;01
3140605;4811;0406;MG;31;Materlândia;01;03
3140704;4813;0407;MG;31;Mateus Leme;17;12
3171501;5431;0715;MG;31;Mathias Lobato;31;03
3140803;4815;0408;MG;31;Matias Barbosa;07;09
3140852;2897;0746;MG;31;Matias Cardoso;01;01
3140902;4817;0409;MG;31;Matipó;17;12
3141009;4819;0410;MG;31;Mato Verde;01;01
3141108;4821;0411;MG;31;Matozinhos;23;08
3141207;4823;0412;MG;31;Matutina;10;01
3141306;4825;0413;MG;31;Medeiros;01;03
3141405;4827;0414;MG;31;Medina;22;05
3141504;4829;0415;MG;31;Mendes Pimentel;23;08
3141603;4831;0416;MG;31;Mercês;01;06
3141702;4833;0417;MG;31;Mesquita;07;09
3141801;4835;0418;MG;31;Minas Novas;02;10
3141900;4837;0419;MG;31;Minduri;12;12
3142007;4839;0420;MG;31;Mirabela;03;03
3142106;4841;0421;MG;31;Miradouro;17;12
3142205;4843;0422;MG;31;Miraí;07;09
3142254;0652;0811;MG;31;Miravânia;21;12
3142304;4845;0423;MG;31;Moeda;12;12
3142403;4847;0424;MG;31;Moema;12;12
3142502;4849;0425;MG;31;Monjolos;01;03
3142601;4851;0426;MG;31;Monsenhor Paulo;08;12
3142700;4853;0427;MG;31;Montalvânia;22;04
3142809;4855;0428;MG;31;Monte Alegre de Minas;16;09
3142908;4857;0429;MG;31;Monte Azul;04;10
3143005;4859;0430;MG;31;Monte Belo;07;05
3143104;4861;0431;MG;31;Monte Carmelo;06;10
3143153;0654;0812;MG;31;Monte Formoso;21;12
3143203;4863;0432;MG;31;Monte Santo de Minas;26;06
3143401;4867;0434;MG;31;Monte Sião;29;03
3143302;4865;0433;MG;31;Montes Claros;03;07
3143450;2697;0747;MG;31;Montezuma;01;01
3143500;4869;0435;MG;31;Morada Nova de Minas;17;09
3143609;4871;0436;MG;31;Morro da Garça;01;03
3143708;4873;0437;MG;31;Morro do Pilar;12;12
3143807;4875;0438;MG;31;Munhoz;12;12
3143906;4877;0439;MG;31;Muriaé;16;05
3144003;4879;0440;MG;31;Mutum;17;06
3144102;4881;0441;MG;31;Muzambinho;30;11
3144201;4883;0442;MG;31;Nacip Raydan;01;03
3144300;4885;0443;MG;31;Nanuque;27;12
3144359;0656;0813;MG;31;Naque;21;12
3144375;0658;0814;MG;31;Natalândia;21;12
3144409;4887;0444;MG;31;Natércia;20;07
3144508;4889;0445;MG;31;Nazareno;12;12
3144607;4891;0446;MG;31;Nepomuceno;30;08
3144656;0660;0815;MG;31;Ninheira;01;02
3144672;0662;0816;MG;31;Nova Belém;20;07
3144706;4893;0447;MG;31;Nova Era;19;03
3144805;4895;0448;MG;31;Nova Lima;05;02
3144904;4897;0449;MG;31;Nova Módica;23;04
3145000;4899;0450;MG;31;Nova Ponte;17;12
3145059;0664;0817;MG;31;Nova Porteirinha;21;12
3145109;4901;0451;MG;31;Nova Resende;10;09
3145208;4903;0452;MG;31;Nova Serrana;01;01
3136603;4731;0366;MG;31;Nova União;03;03
3145307;4905;0453;MG;31;Novo Cruzeiro;01;01
3145356;0666;0818;MG;31;Novo Oriente de Minas;21;12
3145372;0668;0819;MG;31;Novorizonte;21;12
3145406;4907;0454;MG;31;Olaria;01;03
3145455;0670;0820;MG;31;Olhos-d'Água;21;12
3145505;4909;0455;MG;31;Olímpio Noronha;01;03
3145604;4911;0456;MG;31;Oliveira;19;09
3145703;4913;0457;MG;31;Oliveira Fortes;12;12
3145802;4915;0458;MG;31;Onça de Pitangui;01;03
3145851;0672;0821;MG;31;Oratórios;22;10
3145877;0674;0822;MG;31;Orizânia;21;12
3145901;4917;0459;MG;31;Ouro Branco;12;12
3146008;4919;0460;MG;31;Ouro Fino;16;03
3146107;4921;0461;MG;31;Ouro Preto;08;07
3146206;4923;0462;MG;31;Ouro Verde de Minas;15;01
3146255;0676;0823;MG;31;Padre Carvalho;21;12
3146305;4925;0463;MG;31;Padre Paraíso;31;12
3146552;0678;0824;MG;31;Pai Pedro;21;12
3146404;4927;0464;MG;31;Paineiras;30;12
3146503;4929;0465;MG;31;Pains;31;12
3146602;4931;0466;MG;31;Paiva;08;07
3146701;4933;0467;MG;31;Palma;24;05
3146750;2661;0750;MG;31;Palmópolis;29;04
3146909;4937;0469;MG;31;Papagaios;20;01
3147105;4941;0471;MG;31;Pará de Minas;20;09
3147006;4939;0470;MG;31;Paracatu;20;10
3147204;4943;0472;MG;31;Paraguaçu;30;08
3147303;4945;0473;MG;31;Paraisópolis;25;01
3147402;4947;0474;MG;31;Paraopeba;01;06
3147600;4951;0476;MG;31;Passa Quatro;01;09
3147709;4953;0477;MG;31;Passa Tempo;30;08
3147501;4955;0475;MG;31;Passabém;19;03
3147808;4949;0478;MG;31;Passa-Vinte;12;12
3147907;4957;0479;MG;31;Passos;14;05
3147956;0680;0825;MG;31;Patis;21;12
3148004;4959;0480;MG;31;Patos de Minas;24;05
3148103;4961;0481;MG;31;Patrocínio;07;04
3148202;4963;0482;MG;31;Patrocínio do Muriaé;24;05
3148301;4965;0483;MG;31;Paula Cândido;01;01
3148400;4967;0484;MG;31;Paulistas;12;12
3148509;4969;0485;MG;31;Pavão;01;03
3148608;4971;0486;MG;31;Peçanha;07;01
3148707;4973;0487;MG;31;Pedra Azul;01;06
3148756;0682;0826;MG;31;Pedra Bonita;22;10
3148806;4975;0488;MG;31;Pedra do Anta;30;12
3148905;4977;0489;MG;31;Pedra do Indaiá;01;03
3149002;4979;0490;MG;31;Pedra Dourada;01;03
3149101;4981;0491;MG;31;Pedralva;07;05
3149150;2899;0751;MG;31;Pedras de Maria da Cruz;27;04
3149200;4983;0492;MG;31;Pedrinópolis;01;03
3149309;4985;0493;MG;31;Pedro Leopoldo;27;01
3149408;4987;0494;MG;31;Pedro Teixeira;01;03
3149507;4989;0495;MG;31;Pequeri;13;12
3149606;4991;0496;MG;31;Pequi;01;06
3149705;4993;0497;MG;31;Perdigão;12;12
3149804;4995;0498;MG;31;Perdizes;17;12
3149903;4997;0499;MG;31;Perdões;01;06
3149952;0684;0827;MG;31;Periquito;21;12
3150000;4999;0500;MG;31;Pescador;30;12
3150109;5001;0501;MG;31;Piau;12;10
3150158;0686;0828;MG;31;Piedade de Caratinga;15;01
3150208;5003;0502;MG;31;Piedade de Ponte Nova;01;03
3150307;5005;0503;MG;31;Piedade do Rio Grande;01;01
3150406;5007;0504;MG;31;Piedade dos Gerais;01;03
3150505;5009;0505;MG;31;Pimenta;01;01
3150539;0688;0829;MG;31;Pingo-d'Água;21;12
3150570;0690;0830;MG;31;Pintópolis;21;12
3150604;5011;0506;MG;31;Piracema;12;12
3150703;5013;0507;MG;31;Pirajuba;12;12
3150802;5015;0508;MG;31;Piranga;05;10
3150901;5017;0509;MG;31;Piranguçu;01;03
3151008;5019;0510;MG;31;Piranguinho;01;03
3151107;5021;0511;MG;31;Pirapetinga;17;12
3151206;5023;0512;MG;31;Pirapora;01;06
3151305;5025;0513;MG;31;Piraúba;12;12
3151404;5027;0514;MG;31;Pitangui;09;06
3151503;5029;0515;MG;31;Piumhi;20;07
3151602;5031;0516;MG;31;Planura;30;12
3151701;5033;0517;MG;31;Poço Fundo;02;04
3151800;5035;0518;MG;31;Poços de Caldas;06;11
3151909;5037;0519;MG;31;Pocrane;27;12
3152006;5039;0520;MG;31;Pompéu;01;01
3152105;5041;0521;MG;31;Ponte Nova;30;10
3152131;0692;0831;MG;31;Ponto Chique;21;12
3152170;0694;0832;MG;31;Ponto dos Volantes;21;12
3152204;5043;0522;MG;31;Porteirinha;17;12
3152303;5045;0523;MG;31;Porto Firme;18;08
3152402;5047;0524;MG;31;Poté;01;01
3152501;5049;0525;MG;31;Pouso Alegre;19;10
3152600;5051;0526;MG;31;Pouso Alto;19;10
3152709;5053;0527;MG;31;Prados;24;05
3152808;5055;0528;MG;31;Prata;15;11
3152907;5057;0529;MG;31;Pratápolis;31;12
3153004;5059;0530;MG;31;Pratinha;27;12
3153103;5061;0531;MG;31;Presidente Bernardes;01;01
3153202;5063;0532;MG;31;Presidente Juscelino;01;03
3153301;5065;0533;MG;31;Presidente Kubitschek;01;03
3153400;5067;0534;MG;31;Presidente Olegário;01;01
3153608;5071;0536;MG;31;Prudente de Morais;01;03
3153707;5073;0537;MG;31;Quartel Geral;12;12
3153806;5075;0538;MG;31;Queluzito;01;03
3153905;5077;0539;MG;31;Raposos;16;02
3154002;5079;0540;MG;31;Raul Soares;19;09
3154101;5081;0541;MG;31;Recreio;01;01
3154150;0696;0833;MG;31;Reduto;19;11
3154200;5083;0542;MG;31;Resende Costa;02;06
3154309;5085;0543;MG;31;Resplendor;01;01
